,class,tweet
1552,0,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.
1554,1,@amybadkin @kate24hrs_aday not to worry - just a bit of temporary fuzziness. i've been on humira since 2007 &amp; love it.
1555,1,so so so shaky. me and effexor xr have a love/hate relationship.
1556,1,"racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine"
1557,0,giver her some stress relieving pills. like cymbalta.
1558,1,rt @vyvanseswag: i don't know whether my vyvanse caused my caffeine addiction or caffeine caused my vyvanse addiction.
1559,0,"@snailhime @wrangelisland paroxetine 40mg/day, since i started ive been able to go outside without having a panic attack which is nice."
1560,1,only change so far since switching from lexapro to cymbalta: now i might notice if i got hit in the crotch w/ a lance in a jousting accident
1561,1,@thebeachynurse ...had to get an x-ray of my arm per protocol...it was negative but it's just now starting to hurt. ugh!!!!  #geodon
1562,0,rt @thejournalofmed: news: nice recommend olanzapine as an effective treatment for murray mania. #wimbledon2013
1563,0,"@jordanaaw @im_justafangirl thought you would, lozenge's already seen it i sent her it earlier thru snapchat"
1564,0,must need a #doctorwho fix. the music from this humira commercial reminds me of the music from the episode the idiot's lantern.
1565,0,"rt @create_fthings: popular antidepressants zoloft, prozac and paxil can lower libido and prevent orgasms"
1566,1,tysabri infusion #54 yesterday. made me feel tired and out of it for a while. maybe it's the heat - 34c (94f)!!! maybe a very hot summer?
1568,0,"@thehappiepolock dude has not eaten a cheeseburger since high school, so i doubt he has nicotine problems lol"
1569,1,@jamesaengland i might go back on the venlafaxine &amp; give it another chance but it was wrecking my sleep :( x
1570,0,new fycompa? (perampanel) data presented at international epilepsy congress (iec) ...
1571,1,@kaliruoff ohhh...lmao that's just great. maybe it was probably seroquel. that stuff knocks you outttttttt haha
1572,1,restless arms &amp; legs! blood quetiapine :-/
1574,0,"does anybody take baclofen? so, what dose? just curious. i now take 50mg a day  can you rt please @positiveaboutms ?"
1575,0,rt @thevulgarvag: sucking on the moon like a lozenge
1576,0,anyone have any metoprolol? blood pressure rising. #votewtf
1577,1,addicted to nicotine badly.
1578,1,lalalalala.. clearly i've underestimated my vyvanse by choosing to take it in the middle of the day. #wideawake #neveragain ?
1579,1,@rayydepotter yeaa bihh all jacked up on vyvanse!??
1580,0,my prozac is wearing off i feel really shitty now
1581,0,@novemberrain_8 yeh you're right about that! seroquel is the absolute worst out there.
1582,0,"@katharine_t yeah, mum stuff, just frustrated :) i took olanzapine and wrote everything out and m falling asleep, i'll be fine! thanks bb xx"
1583,0,read some shit that would normally ruin my day but instead this vyvanse is keeping me in good ass spirits #idgaf
1584,1,"02.20 day 19 rivaroxaban diary woken up with pains in head, neck, back, hip and legs. seeing doc in 7 hours. no way am i continuin with rvxn"
1589,1,i feel like i have a hangover ...that cymbalta was a bad idea
1590,1,@breatheinhope blargh hate this. particularly with seroquel at night. i not i don't sleep. if have and have more cant get up :/
1592,0,"i'd like to hang out, but trazodone and haldol combined with family guy on netflix have been pestering me to hang out. gnight cunts!"
1593,0,toughest decision of the night: which throat lozenge to take that will best compliment my colgate toothpaste?!!
1594,1,i have a feeling i'm not going to go to bed at all tonight. damn you vyvanse!
1595,1,@bmccarthy32 glad to here it's keppra over the others. lamictal made me a zombie. first seizure is a bitch eh?
1596,1,@rickywarwick so true ricky! i went into anaphylactic shock &amp; almost died from taking cipro! dangerous drug - be careful!! take care.
1598,1,bought ourselves an electronic cigarette for fun and now i think we're addicted to nicotine ???
1599,0,@whippie3675 quetiapine has been good for my symptoms - although it has a lot of side effects. i'm on 600mg and sticking with it! xx
1600,1,reducing the lamotrigine is grim. exhausted and grumpy. got another 2 weeks of this yet. wondering if i'm doing the right thing?
1602,1,do not ever get on cymbalta.  getting off of it is hell!
1603,1,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk."
1604,1,been taking low dosage of paroxetine for the last two years and only recently found out that a common side affect is pinsandneedles.
1605,1,@tete_floue been thailand so many time it's lovely but always seem to have bad dreams every since i been on quetiapine x
1606,0,"headed to work, got a solid 3 hours of sleep last night and forgot to take my vyvanse.. #thisshouldbefun"
1607,0,do not take cymbalta if you breath - stollen from tay
1608,0,"ffs, what does a boy have to do to get internet and find a damn throat lozenge?"
1609,1,coming off 150mg venlafaxine over 14 days was a better idea in discussion. my brain feels like its actually vibrating! #willpower
1610,1,"oh, what a great idea watching gordan ramsay cook at 4am when i'm hungry from my seroquel."
1611,0,@isawfireworks well i had 3 months off work at beginning of 2012 which lead to diagnosis. since then i've taken mitazipine &amp; quetiapine &gt;
1612,0,in my hood niggas try to smoke ya just like nicotine.
1613,1,popped a vyvanse i'm tweaking. whoop
1614,1,"@shellyfanelly i was on #azathioprine for about 8 years, it worked well, now on #humira instead though which is knocking me about"
1615,1,slept 11 hours last night on seroquel o.o
1616,0,@lauracopeland_ get to bed now missy. no drunk lozenge
1617,1,@ciproispoison you r right cipro nearly killed me
1618,1,@inkyworld why i came off it. gp told me its not dangerous but it is damn unpleasant. at least i know it's the quetiapine that's causing it
1619,0,i need a few trazodone and a good nights sleep. see you guys. i really hope i wake up to storyline. *grins*
1620,1,whenever i drink and im on prozac i always feel a little bit sick and twice as drunk as i usually would
1622,1,"@mrnick was getting out of control. i had no idea that coming off it would be so awful. other than paroxetine, i thought ssris were easy"
1623,0,"idols came crashing down 2nite. bob geldof, just cringed. blondie, band sublime, debbie needs a lozenge. glasto on the telly.."
1624,1,humira why you burn my veins
1625,1,"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before"
1626,1,just took seroquel. now i'm freaking out that i will end up sleeping 15 hrs and miss my 12pm appt tomorrow
1627,0,?@tscpcancer: #starsignfacts: cancer tends to be extremely moody.? . . . i obviously need some prozac or better dick in my life. #happiness
1628,0,i regret swallowing my vyvanse at this moment #tootiredforthis
1629,1,vyvanse makes my brain crazier than it already is.
1630,0,@mr_ocd: diazepam  trazodone  family guy  american dad on fox = chilled out time for fun. that's genius..!! haha
1631,1,i?m sort of nauseous. don?t know if it?s a side effect of the viibryd or i need to eat more or what. unpleasant.
1632,0,@racanuck that?s why i switched to cimzia. enbrel  mtx  various other dmards never made a dent in my energy levels.
1633,1,scared of my #humira. keep feeling like i'm having a heart attack or panic attack. anyone else have these problems? #crohns #ra #help
1635,1,"@trainingwithra  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"
1636,1,why is my brain so retarded when my vyvanse wears off?
1637,1,"@kitschmagnet i was on tysabri for 50 months. i'm in the process of going to tecfedera. it is similar, i needed to get off because of veins"
1638,0,"rt @herhealthyself: australian soldiers say ""we're drooling blobs"" after #seroquel rxs for #ptsd jump 570% btwn 2008-2012 | @psychupdate ht?"
1639,1,my mind races when i'm on a vyvanse
1640,0,"@amyellen_xo fluoxetine is a common one, but i've not tried it. i'm terrified of new medications in case they give me side effects"
1641,1,so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!
1643,0,well do ya know what i'm gonna watch the equally depressing prozac nation instead for millionth time #goodbyeworld
1644,1,vyvanse makes you mad *example a*
1645,1,it's not even 11pm and i'm already feeling the venlafaxine withdrawal. stupid bitch. how hard is it to pack the bloody tablets?!
1646,1,thank god for vyvanse #addicted
1647,0,"in the 60's people took acid to make the world weird. now the world is weird, people take prozac to make it normal."
1649,0,got my new meds today. will give them a go &amp; see how i am. on quetiapine &amp; duloxetine. @kopite4everlfc
1650,0,levaquin sucks so much i'm coming off it. next up: cipro.   can't we just take the damned kidney out??? #oknotreally
1651,1,a big ol' fuck you to my doctor for not telling me a side effect of metoprolol was depression. just wait until i see you friday -.-
1652,1,"@vanessalovesjk because my dr switched from celexa to paxil and,paxil made me feel sick"
1653,0,"i think i might have to try something else than paxil. though, i do enjoy it with abilify so that my mood is stable, just does nothing for"
1654,1,"@glass1ncision it's called seroquel prolong (quetiapine). apart from the weight gain, i am actually quite happy with it."
1655,1,oops meant to say janice ian. that's why my doctor took me off seroquel... because it makes me retarded.
1656,0,"a local pharmacist reported 80% of prescriptions were for anti-depressants. more laughter, less prozac! share an attitude of gratitude!"
1657,1,i couldn't remember if i took a vyvanse or not early so i took another one &amp;now i'm spazzing out... bc obviously i took one already?? #adhd
1658,1,my vyvanse is seriously about to drive me crazy
1659,0,"fda approval for brisdelle? (paroxetine) capsules, the first nonhormonal therapy for vasomotor symptoms associated with menopause -..."
1660,0,"popular antidepressants zoloft, prozac and paxil can lower libido and prevent orgasms"
1662,1,@thatjunkiechick thank you! coming off effexor is not fun!
1663,1,@scrabalisios i hav to come of the duloxetine immediately as i hav a terrible rash because of it! had the rash 2 weeks
1664,0,"rt @diatribenews: dr john buse: most impressive at #2013ada victoza+degludec= -1.9% a1c reduction ""insulin on steroids"" bit of weight loss ?"
1665,0,on my last dose of paxil... :\
1666,1,bloody dreadful nights sleep= joint pain. combination of sitting all day in training and full therapeutic dose of lamotrigine
1668,1,"@bipolarblogger the misery i'm experiencing today from the pain, outweighs the anti-depressant effect of the lamotrigine"
1669,1,"seroquel is causing more gaps in memory, i don't remember going to therapy and as usual no one has stepped up to claim thos memories &gt;&gt;"
1670,0,@polianarchy savella was approved for something crohn's related. i don't know about cymbalta.
1671,0,@sham2ubitch lisinopril n put me on metoprolol beta-blocker which helps lower my hbp n heart rate n they checked it manually n it was 130/90
1672,1,@stillicides @stfumisogynists @schizophrenicgb *buts in* you don't wanna miss venlafaxine no no it made me so wonky missing one day! ouch
1673,1,# when i take my vyvanse  i don't eat!
1674,1,21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.
1675,1,@almostwell yeh same bk felt like sumo wrestler on it all time :( think its f****ed me 4life :( ironic as humira is used to treat artheritis
1676,0,@ash_amo yes! been on it for years. that along with humira kept me symptom free for 2 years. good luck!
1677,1,i think baclofen might make me a bigger asshole than usual. :/
1678,1,"?@kendallmarieem: i'm sleepless, you've got me wide awake? my song to vyvanse and mdma"
1680,1,#restlesslegs #quetiapine
1681,1,"@doctorchristian can reducing fluoxetine zap me of all energy?i've reduced from a high dose, now on standard does &amp; not feeling good at all."
1683,0,"@xrodd seroquel, an anti-psychotic, usually for schiz people but i'm on a small dose."
1684,0,#cmsc a new test to establish risk of pml in tysabri reveals about half of jcv infected patients have very low risk of pml
1685,1,"@nirebryce thanks. there is a nonzero chance that the discomfort i am feeling was caused by going back on cymbalta, possibly too quickly."
1686,1,the toilet just flushed itself.  my apartment is haunted.  paxil tells me it's common for apartments to be haunted.  send help
1687,1,@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?
1689,1,lamotrigine causing steven johnson syndrome
1690,1,"@neurobonkers also, ""meth mouth"" is really poverty mouth. u don't c when people take it for adhd. nor in prozac, which similarly dries mouth"
1691,1,"medication side-affects have hit me hard today: i keep on randomly jolting or rocking, it is so bad i am finding it hard to type! #seroquel"
1693,1,"starting humira tomorrow. :) i wonder if it will make me tired for a day or so like remicade did. if it works, it's worth it."
1694,0,"?@joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers)."
1695,0,grandpa prozac &amp; the gr8 depression by @ltcartoons #offbeat #cartoons #humor http://t.co/ziqxo5tykn
1696,0,diazepam  trazodone = bliss. who needs a glass of wine? #chilledout
1697,0,@k_mowers i think very tired; maybe more depressed. i don't know. you know i stopped taking the lamictal a few days ago....
1698,1,@fleer09: playing league while on vyvanse is too damn stressful.  back to public i go!
1699,0,"(fatphobia) aaaugh ""i don't usually put anxiety patients on paxil bc of weight gain"" why would i care"
1700,0,@i_amyaleader: florida is in need of cymbalta! all this depression and shit! l o fucking l
1701,1,nicotine withdrawal is hitting me so fuckin hard right now
1702,1,@ineptune_ samezies :( it's the lamictal i'm flat as a kate hudson in how to lose a guy in 10 days
1703,1,why does tapering down lamotrigine feel as yucky as stepping it up? #soreashell
1704,0,{1} alendronate is a bisphosphonate used to treat oseoporosis and paget's disease. how should the patient take it? http://t.co/dgu1barbha
1705,1,@anarchasxworker coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.
1706,1,@annchildersmd interesting! my experience with patients taking seroquel is massive weight gain.
1707,0,@ihateballoons that happens every time i take... trazodone? i think it was trazodone.
1708,1,your humira shot burns with the power of a thousand suns #ibdfmlmoments #crohns #ibd #uc
1709,0,great idea number 1: remarket nicotine gun as high energy gum for unsuspecting masses.  #terribleidea
1710,1,alright time to find out if a shit ton of vyvanse and not sleeping for 2 days can get a trimester worth of homework done for 2 classes
1711,0,love seeing/hearing a fellow latino pronouncing guzman properly...but some1 get @jorgeandresespn a throat lozenge :)
1712,1,@nanamack69 i'm here been in a seroquel coma lol
1713,0,"rt @cchr: antipsychotic drugs such as zyprexa, risperdal &amp; seroquel place the elderly at increased risk of strokes &amp; death http://t.co/so5m?"
1715,1,"@thekillmars300 called lamictal (for anxiety) that turns out i'm allergic to also. kicker is, they both can cause sjs. i never had a chance."
1717,0,rt @latimeshealth: fda investigating unexplained deaths of two patients who got injections of the antipsychotic medication zyprexa: http://?
1718,1,@kathrynfoucha remicade was my last treatment before humira and i really loved it. then i started having a reaction from it multiple times
1719,1,@annaspargoryan benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.
1720,0,"and for depression, anti-depressant drugs such as prozac, work by increasing the activity of the brain neurotransmitter serotonin &amp; this"
1721,1,leathers and 20 of geodon later.... we had a sleepy crackhead
1722,1,@missynomatter i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to
1724,0,if i owned a business i would sell adderall or vyvanse to all of my employees so they would work harder haha
1725,0,days like this make me question why i ever stopped taking paxil.
1726,1,"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk."
1727,0,@atlangela lolol!!!  mine is 6 and i can't imagine that long in the car with her.  without lots of prozac and sedatives.
1728,1,"my effexor has left me with the inability to cry. i was dry eyed watching ""into the wild"" and even one of those sarah mclachlan commercials"
1730,0,@speeeeedbird over your knee? are you sure that's safe w/your osteoporosis &amp; arthritis? should have taken your once a month boniva. #kidding
1731,1,the pathway of cipro is definitely murdering my mind right now ? #donedonedone
1732,0,"rt @chanhoparkmd: also a #physician should order loading dose of #plavix, #effient, or #brilianta. #medstudents #residents"
1733,0,moderate to severe rheumatoid arthritis must be an epidemic b/c i've seen the humira drug commercial so many times i can recite it verbatim
1734,0,it's the power of paxil baby ?
1735,1,"@kirkby007 if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"
1736,1,rt @thelsuzebra: @_kassidymariee maybe it's just a vyvanse addict thing rt @vyvanseswag: nothing more satisfying than crossing something of?
1737,1,vyvanse masks me so depressed
1738,1,i took 60 mg of vyvanse at 2 o clock today. i have not slept since five yesterday morning. never take vyvanse!! this is miserable
1739,1,80.sevenkg. not good at all. seroquel will do it's best to make those numbers bigger so now i have to really watch what i eat.
1740,1,"so anyway last night.. my new medication (venlafaxine/effexor) made me feel the most depressed ever, and i overreacted about everything"
1742,1,"@trainingwithra but #humira has the after-sting, which is worse! yuck. reminds me, i need to go take my shot :) #rheum"
1743,1,i've been really forgetting to take my paxil lately but if i take it with a my seroquel it makes my sinuses close up :(
1744,1,crying randomly at nothing and everything. sigh. thank you #effexor #withdrawls can you just exit my system already.
1746,0,"rt @pharmaguy: re: brisdelle (ie, low dose paxil - an antidepressant) approved for hot flashes. women need more love, less drugs: http://t.?"
1747,1,@neomoms i had been blaming my dizziness upon standing to my menopause but now on hrt &amp; no more flashes so looked at cymbalta side effs
1748,0,rt @kenethcarpino: what is antidepressant fluoxetine is prescribed for? #depressiondrugs #ssri  #drug
1749,0,"not taking vyvanse after 3 weeks of taking it is like waking up in a katy perry video. cotton candy, fireworks, sunshine &amp; whipcream evrywhr"
1750,0,"ciprofloxacin and levofloxacin use most extensively in children b/c on basis of past experience, these drugs appear to be well tolerated."
1751,1,@mc_elhill @mhchat @womblegeorge #mhchat i had sleep paralysis every night for four months when i took quetiapine in addition to lamotrigine
1752,0,i actually really like this vyvanse
1753,1,"i feel soo much better today, cymbalta with drawls are going away :))"
1754,1,going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
1755,1,i wish i could be tired. shouldn't have taken the vyvanse. now i'm never sleeping.
1757,1,"the difference between 'just tired' and 'tired &amp; in a fog' is amazing.  so happy to be done taking levaquin, that stuff is way too strong"
1759,1,@thebeecharmer97 @wyrdotter @danadelany psssh didn't levaquin make u hallucinate? girl u best stay away from shrooms lol
1760,1,"@mrcbehan best of luck man! and they do suck :/ i was on olanzapine (abilify didnt work)...was awful, gained 3stone. off it nw n doin gud!"
1761,1,@magnoliapearl missing a day of meds is never fun. i get migraines if i don't get my effexor. do you just get super tired?
1763,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.?lmao!
1764,1,15.15 rivaroxaban diary day 24.  pains easing all the time. didn't take losartan yesterday. will get bp and hopefully inr checked today.
1765,0,"my heart is like a cigar. breathe me in, can you smell the nicotine on my skin? my heart is on fire and you my love, you are my lighter"
1766,1,"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla."
1768,1,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
1770,0,@spondylitis  traveling to india while on humira.. what shots are required to stay safe? thanks.
1771,0,"ciprofloxacin has its tit for tat modish secondary sectors beyond comparable herbaceous, rural supplements, thyr:"
1772,0,goodmorning world!! it's gonna be a good day of class. *pops vyvanse*
1773,1,"21.19 day 17 rivaroxaban diary. aches are related to pressure on my body, e.g. if sitting then in back, buttoocks and legs 1/2"
1774,1,@bipolar_mania i just got diagnosed a few weeks ago with bpd...they put me on seroquel and kept me on zoloft with it. it makes me eat a lot.
1775,1,"dissociative fugues &amp; loss of empathy since age 11, serious cardio problems since age 14, almost dying of paxil withdrawal @ 21, that's a-ok"
1776,1,my breath smells awful (thanks vyvanse) anyone have gum
1777,1,"@hello_nacho @tobiasampersand i'm with you. even though the pristiq works, i still don't feel fully human."
1778,1,i hate nightmares! #scary #gayboyproblems #paxil
1779,1,seroquel gives me nightmares every fucking night but i take it anyway
1780,0,@skinny_the_minx i'm on fluoxetine. hm :( hope you feel better soon lovely!! have you got quite a stressful job? x
1781,0,i think i should take a tablet of gnc burn 60 and go off for my late night jogging. chronic fatigue sydrome sucks. fluoxetine didn't help.
1782,1,what to do? not looking forward to cold turkey withdrawals from pristiq... sense of impending doom. anxiety only makes the situation worse.
1783,0,"still recovering from last night loss. depression hurts, cymbalta can help. go pacers!! #pacenation #whataseason"
1784,1,"@milynda lamictal makes you sleepy at night, but i take it around 10 or so. once you get in the system, you start falling asleep normally."
1785,0,"possible cymbalta side effects include: asshole falls out, and/or morph into a preying mantis. ask your dr. if cymbalta is right for you."
1786,1,i think my tablets have made me gain weight. anyone on fluoxetine/prozac? #replytweet
1787,0,"no seriously, someone really needs to get stellan skarsgard a throat lozenge. #kingarthur"
1788,1,are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?
1790,0,@pueblokc cymbalta sounds like the princess in an 80's computer game.
1791,1,hey not sleeping. #hotflashes #menopause #effexor
1792,1,@thestomabaglady i still get the pins &amp; needles feeling in my hands since doing humira
1793,1,i've been on paxil for 10 years for depression/anxiety and at first it used to help but i guess i've built up tolerance and i come too fast.
1795,0,rt @walterbrianna1 scrapbooking: finite lozenge introductory study
1796,1,"i've taken everything but my trazodone that's tonight, but the nasal spray is giving me a drip :|"
1797,1,"@opium_district i've been having them today too, three days without effexor. i completely understand what you mean. every hit, lightheaded.."
1798,0,"apparently i'm sexually attracted to women who smoke. well played, nicotine-free brain."
1799,1,@ajswurld i'm allergic to enbrel :-( bad reaction
1800,0,sunovion pharmaceuticals inc. announces fda approval of latuda? (lurasidone hcl) as monotherapy and adjunctive therapy in adult patients wi?
1801,1,"@dsymons @melissadee_  i was only on 200 mg and was recently switched to 150 mg due to weight. it's still working with enbrel, though."
1802,1,brisdelle dangerous. paxil is supposed to treat depression and suicidal thoughts.  i took paxil and got depressed. went off &amp; ok in 2 wk.
1803,0,@lainey_vb131 ohh yeah i'm pretty sure it's the lamictal ugh! curse the day i ever quit this stuff
1804,0,"rt @angrymousejerry: @geordiedavid  i've been holding out for lozenge for a while, still nothing.   jm"
1805,1,@lilythepurr i've had too much quetiapine today - i'm zombified.
1806,0,it's so sad but i can't function without my vyvanse.
1807,0,"rt @hitpol: novartis tests copy of amgen's enbrel in late-stage trial: london (reuters) - sandoz, the generics unit of nov... http://t.co/z?"
1808,1,"dear alternative medicine aficionados, don't do intra-nasal acupuncture when you're on effient and aspirin. #nightmare #bloodbath"
1809,1,this paxil makes me pee so often omg #sorrynotsorry
1810,1,that seroquel had me sleepy as fuck alllll damn day
1811,1,@kirkby007 i had a gene test for tysabri i guess it can cause a fatal brain disorder. my chances are low.. but that crap is creepy.
1812,1,rt @ocd_guy: restless leg syndrome is bad tonight.  damn you fluoxetine.
1813,1,"too tired to function right now, thanks humira. #naptime ??????"
1815,1,great.. i have hives up and down my legs from this gosh dang trazodone?
1816,1,#tremors #schizophrenia #seroquel #sideeffects i reflect on the tension in my nerves and all the shaking... meditation helped me a lot.
1819,0,"i just typed 'except', and my phone suggested 'effexor.'  maybe it knows something i don't?"
1820,1,so damn sleepy. this seroquel is fucking me up so bad.
1821,0,@jameswanko *gives you a throat lozenge*
1822,1,geez this vyvanse makes me talk a mile a minute haha
1823,1,&amp; i'm not taking that trazodone ever again shit had me sleep for like 12 hours
1824,1,"@lithiumlibgirl i'm sure it helps that you are so active. i did eventually lose my olanzapine lbs, so there is hope. :)"
1825,1,@znb_maqbool sweaty fluoxetine addict
1827,1,"@preciousthing i just had a look buddy, and my medication (seroquel) does affect tolerance to the sun."
1828,1,rt @vyvanseswag: is it hot in here or is my vyvanse just kicking in?
1829,1,vyvanse keep me straight but i can't eat shit when i'm on em
1830,1,@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.
1832,1,@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks
1834,1,@stacymadern thats the prob with zyprexa its for ppl with bi-polar or schizophrenia its really strong when you wake up your drowsy for 6 hrs
1835,0,started my humira treatment today fingers crossed @crohnscolitisuk @crohnseffect
1836,1,all i have to say is cipro will mess you up kids. don't get sick! #blagh #gross #weak
1837,0,@_billy0wnz_ can i take that with prozac? i'm bipolar
1838,0,"seriously want to hear of others experiences with #ssri meds, and discuss effects they've had on them and shit. #fluoxetine #citalopram"
1839,1,this rant could be #paxil withdrawl...or delayed divorce rage.
1841,0,@ctsurgicalmum i just retweeted some cardiology news regarding dabigatran &amp; post af ablation to make u feel at home! lol
1842,1,paxil why you not let me sleep?!?
1843,0,"i swear food has nicotine in it, cause im addicted to that shit."
1844,1,vyvanse is really taking its toll now #headache #anger
1846,0,cymbalta is used for way too many things how does no one see that as a problem
1847,0,"@charlienicola85 someones said can happen while fighting infection which is quite possible,nearly finished some cipro&amp;bringing up foul gunk!"
1848,1,"@melzter777 that's how i felt about humira. when it stopped working, i had a whole summer in and out of the hospital"
1849,1,rt @karmageddonit: paxil makes it nearly impossible to cry.
1850,0,so my humira shots got shipped. drug company is helping me out while they work with insurance. small victories
1851,1,@rowlegendary r u on any meds? my dreams on seroquel are fucked up
1852,1,sent my lovely compandre to fuel my nicotine addiction
1853,1,"i stopped taking my seroquel because i hate it. i can barely function on it, hopefully my cpn &amp; psychiatrist can advise a 'nicer' med."
1854,1,fuck molly . vyvanse is what gets ya sweatin
1855,0,my vyvanse is still on. this is why i don't take it at 1pm. who wants to smoke weed or boges with me
1856,1,i've probably gained a good seven or eight pounds on paxil. my 5'2 and small frame can't deal w that. lol get me off the crazy meds asap!!!
1857,1,"@joec second day off effexor &amp; on viibryd here. brain zaps are fun. and by fun, i mean horrendous &amp; miserable."
1858,1,i had the two humira shots today and the needle didnt hurt at all but the medicine inside burned like lava
1859,0,$eln all that was left was tysabri. tysabri one piece of biib portfolio. fall last yr agrmnt to restructure
1860,1,do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already
1861,0,"@mzhillbilli @haylieschotter agreed, i switched to the personal nicotine vaporizer 3 years ago and never looked back."
1862,1,"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."
1864,0,"lamotrigine was still 30-fold less that in peripheral metastases, indicative of a critical limiting role of the btb."
1865,0,but any given night i?d still pop that ass liike a prozac !
1866,1,lamictal nap ft. 2 cups of caffeinated coffee
1867,0,control signals incidental the roach elixir prozac: .fcm
1868,0,"rt @carla2000: @doctorchristian humira injection psoriasis,gone2 board&amp;funding!chief pharmacist reject cause derm doc not tried accetrine!c?"
1869,0,@youngq1313 ya i refuse cipro. i do bactrum if i need an antibiotic
1870,0,the design of pharmaceuticals is totally fascinating though. extended release lamictal is a fucking trip.
1871,1,vyvanse at 7pm probably wasn't a great idea.. i can't sleeeep -__-
1872,0,"no! i always get cipro before i travel but never had to use it, not even in mexico! mt @johnnyjet: ever call doctor on a trip? #travelskills"
1873,1,had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe
1875,1,"@bipolarblogger yeah,  generic venlafaxine has about four different slow release formulations,  i got withdrawals from some."
1876,1,@lotsospermies well i?m taking it with a mood stabilizer (lamictal). i can?t take anti-depressants by themselves-triggers my rapid cycling
1877,1,@deanmikel i'm not lazy!! my seroquel knocked me out!!
1878,1,vyvanse makes me think too much ?
1879,0,"rt @joshuagates: tip: my 5 item health kit for distant lands: cipro (gut), z pak (chest), pepto (stomach), purell (germs), advil (hangovers?"
1881,1,"rt @csestrich21: all nighter is killing me right now, i hate you vyvanse"
1882,1,off to see the gi consultant this week. hope theres something other than humira to try as not working also hair falling out.
1883,1,fuck some lamictal...almost died. #fuck
1884,0,@joedeens @nurse_w_glasses @tinabaker21 @quetiapinefella @nevharvey surely having an addiction to nicotine is an excuse for smoking?
1885,0,rt @_tnews: iphone 5s leaked photo solidifies tip on lozenge flash: there?s nothing like a good dual-led flash upgra... http://t.co/6zklsxv?
1886,0,"you can have all the papers, articles etc about #pradaxa but until there is an antidote, this drug is a killer. #recallpradaxa"
1887,0,@furyofpatience @fullcommujism try dexter. going to knock myself out w/ trazodone and start antipschotucs today. fortune'y they work quickly
1888,1,@katelynjoyy the aythromicyn didn't work so i'm back on cipro which is what caused my septic c diff in sept.
1889,1,"rt @fightforfood: what i lack in money and personality, i make up for in paxil induced impotency"
1891,1,"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional."
1893,1,panic attacking because you cant find your effexor and know withdrawal will set in momentarily  &lt;&lt;&lt;&lt;&lt;&lt;&lt;.
1894,0,#camh #badpharma causes - drug-induced #psychosis #suicidality #prozac #clozapine #quetiapine #paxil #addiction etc. #nursing #toronto
1895,1,@crohniecharlie #humira helped my #crohns but then #respiratory issues ensued &amp; now i can't take anything &amp; have major lung issues
1897,1,"@jonny_wags @hey_jeffrey realtalk: until i started taking wellbutrin, effexor robbed me of the ability to cum"
1898,0,@quitecoldnight @buzzfeedandrew usps employees who were given cipro ended up crippled by it &amp; filed a class action lawsuit against bayer.
1899,0,"how cn u gv sum1 who's simply havn trouble sleeping a drug that is as potently psychoactive and neuro-altering as paxil! lyk, wtf! really?"
1900,1,"two days without my seroquel? i feel like death, seriously"
1901,1,@_kassidymariee maybe it's just a vyvanse addict thing rt @vyvanseswag: nothing more satisfying than crossing something off your to-do list.
1902,1,@hendryhannah i tried fluoxetine. it knocked me out.
