,type,tweet
1350,1,i'm never gonna pack it in i know i'm addicted to the nicotine through my veins it flow
1276,0,"@eddo75 ...i may just at this gentle, gentle man for a while, soothing, like a big gay lozenge... http://t.co/zuce0xgwtp"
1603,0,?@tscpcancer: #starsignfacts: cancer tends to be extremely moody.? . . . i obviously need some prozac or better dick in my life. #happiness
651,1,it's not even 11pm and i'm already feeling the venlafaxine withdrawal. stupid bitch. how hard is it to pack the bloody tablets?!
905,1,@strangledduck i am on duloxetine and i think my body would be asleep 24/7 if i let it.
264,1,"effexor dreams, now with lucidity. i grant the power of flight?"
625,1,@caseygrin i used to take trazodone. made me sleep for dayyssss
2142,1,i shouldn't tweet on vyvanse it's going to be extremely negative lol
1028,0,#bds &amp;parents must immediately boycott  &amp;stop use of  #israel copaxone?  rebif? exelon? doxil? azilect? gonal ?etanercept- aid occupation
1916,1,"@glass1ncision it's called seroquel prolong (quetiapine). apart from the weight gain, i am actually quite happy with it."
817,1,@jameetmiller i didn't have side effects when i started taking cymbalta. after about 6 mths had to stop because it raised my blood pressure.
1545,0,"rt @paxilwithdrawal: ""head zaps"" the feeling that electric jolts are coursing through your brain, is one of the first symptoms patients fee?"
1591,1,@harrydfish @deltrimental joe is on pristiq and he gets weird brain zap / twitch things too.
1641,0,bananas contain a natural chemical that can make a person happy - the same chemical found in prozac. @ashyy_poo #eatthem
1870,1,@nanamack69 i'm here been in a seroquel coma lol
958,1,"@elladeruiter oh i hate that! i used to be on citalopram, it stopped working eventually. sometimes i have to up my effexor dose temporarily."
798,1,so glad to have just finished a course of cipro! fingers crossed i can stay off of nausea inducing meds for the next little while...
770,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
58,1,"@amberinnerglow @eclipsedblue me too, remicade for a year, humira, and had an allergic reaction to cimzia, almost killed me in november."
2008,0,"rt @andybiotech: $biib price increases for ms drugs avonex by another 7.5%, third time in 12mo-&gt; ?19% tysabri by another 9.4%, third time i?"
1683,0,@helloimmarta @mary_ey @prozac idk... are you thinking about some dates in particular?
1092,0,"oh, dear, how i missed fluoxetine! welcome back wonderland."
646,0,@zgaber @thestomabaglady haha! crazy. stelara is almost done in trials. and there's a next generation tysabri just for ibd that's new.
735,0,i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms
1005,0,@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana
1842,1,"@preciousthing i just had a look buddy, and my medication (seroquel) does affect tolerance to the sun."
2163,1,rt @ho0driiich: i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
579,1,"14.11 day 17 rivaroxaban diary. still waiting for doctor to phone me ""around lunchtime"". taken more paracetamol to dull the aches."
225,0,@mrs_lgardner just got him from seeing my cf dr. no collapse or pneumonia. start of a flare up probably so 2 weeks of oral cipro......
1283,0,quantize links betwixt object and/lozenge conceded single up to balloon equal to programs from the client
195,1,"arms stil hurt. cipro to tendons is like a razor to rope: cut it partway through, makes it weaker &amp; won't heal ever. damned cipro."
2170,0,"alright i have to get stuff done, work with me vyvanse"
1102,0,new fycompa? (perampanel) data presented at international epilepsy congress (iec): new data provides additional?
81,1,"21.55 rivaroxaban diary day 8. aches easing, back pain easing. swollen lower legs like fluid retention. i take 20mg. furosemide every a.m."
1576,1,i can't wait until i get off of paxil because that's what is probably making my face break out.
2174,1,"how is it that vyvanse gives me dry mouth, but i still produce this much saliva in my sleep?"
1217,1,also the lamotrigine dose feels a bit high too now the o is leaving my system. will have to adjust that as well or i won't sleep *sigh*
1509,1,"@friardanny i appreciate it. i gained over 30lbs with paxil so i'm trying something different, tired of the appetite side effects."
1741,0,rt @globalmeded: comparison of 4 #antipsychotics in patients over 40 with psychiatric disorders. #quetiapine least safe http://t.co/5roujwr?
1754,1,"whilst most kids ask santa for xmas presents, i'm like, can we reduce my quetiapine intake, i need to get out of bed"
1375,0,@ryanfarias24 they have .06 nicotine content and did u see the new jerseys ?
1315,0,"idols came crashing down 2nite. bob geldof, just cringed. blondie, band sublime, debbie needs a lozenge. glasto on the telly.."
47,1,i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin
1373,0,"@paribes ofcourse it does!! nicotine firstly kills your creativity! and most of the youths smoking,taking tobacco are found less creative!"
1815,1,@annaspargoryan benzos don't work for me &amp; i've had a cracker of a panic attack on seroquel. listening to people chat on podcasts helps me.
1606,0,@amandabynes you're a psychotic child abused star who need to lay off the prozac and smoke a real joint.
1908,1,"@karensmallcat i hated seroquel, i was sleeping 18 hrs a day on it"
1656,0,@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.charlie used to tell me!!
926,0,@deltrimental stopping effexor is probably good but not suddenly! xxx
872,0,depression hurts. cymbalta can help
1449,1,"@lithiumlibgirl i'm sure it helps that you are so active. i did eventually lose my olanzapine lbs, so there is hope. :)"
10,0,104.) this is a pic of me during my depression... spikey dread curls... heavy metal... prozac. bass guitar http://t.co/dompmwdvbt
788,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
904,0,rt @lachuletadelfir: (ann pharmacother) the role of denosumab for prevention of skeletal-related complications in multiple myeloma http://t?
665,0,rt @kwelch_142: victoza is insulin used by diabetics.... you eat like paula you get diabetes like paula...
1800,0,rivaroxaban diary day 22. will take furesomide now. and paracetamol. will suggest to medics that i go back to drugs i know work ok together
1025,1,anyone else have worsening #acne problems since starting #enbrel for autoimmune disease?
2031,1,@samambreen venlafaxine definitely does mine. also makes me need 15 hours sleep a day. hence now unmediated &amp; rollercoastery.
140,1,@mtv when are you going to do true life: i am addicted to vyvanse?
632,1,@rachaelherron @marrije i haaaated trazodone. don't be afraid to ask doc for something else if side effects continue. gave me migraines.
1938,0,trying to go to bed early tonight. took my trazodone again just so i hopefully don't wake up at five am but i probably will ugh
1402,0,@thegovier does he find your lack of nicotine disturbing?
728,0,"@drjudystone dr-read you know side effects of levaquin, avelox, and cipro-true? can you help people suffering-drs. tell us in our mindno way"
1737,1,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
1457,0,@realtanicejugde olanzapine dreams are the best kind...
2066,0,"@kellyrawlings so interesting!! any mention of meds like symlin, victoza and their impact on lag times, post meal hypers?"
2054,1,"@mycuriousmind not sure. i took it with venlafaxine mostly, and think it was that which made me very tired"
1927,1,ooh me too! rt @xyle50ul: #schizophrenia #seroquel did not suit me at all. had severe tremors and weight gain.
2234,1,i just found out that some dude from my friend's family was in a coma because of that drug (zyprexa) i was prescribed.
259,1,15.15 rivaroxaban diary day 24.  pains easing all the time. didn't take losartan yesterday. will get bp and hopefully inr checked today.
662,1,@amyelle11 i was on venlafaxine after the citalopram but it messed up my sleep :(
13,0,fibro question: who has been on the drug merry-go round? (vicodin to lyrica to elavil to lunesta to cymbalta to lexipro on and on.)
1583,0,only 12 more days until i will be able to stop taking pradaxa which will remove the risk of bleeding out allowing me to resume working.
1630,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.?
2130,1,"every day i take a vyvanse, i sleep less the next night."
722,0,{1} alendronate is a bisphosphonate used to treat oseoporosis and paget's disease. how should the patient take it? http://t.co/dgu1barbha
1559,1,@inarticulate i haven't had an orgasm in a long time.. wtf.. #paxil
454,1,"you know starting with geodon, the meds messed up my attitude. how odd. it's not just about spirituality. i became a bit mean. that got"
675,1,so i took 2 vyvanse this morning..i think i'm about to have a heart attack?????
460,1,@uclaibd i never had bleeding or vomiting just alot alot of fatigue and face was pale and lost tons of weight.. #crohns #humira
1474,0,"@split_tha_mhz technically, olanzapine isn't fda approved in bipolar depression."
612,1,going back to bed for a nap. seroquel has turned me into a zombie again today.
220,1,19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
112,1,"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"
2230,0,simple summary of zoledronic acid efficacy in men. nejm paper 2012 1st trial with fracture primary end point http://t.co/smqz1oqb6c
226,1,@missynomatter i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to
1310,0,"*pops in a throat lozenge* so, you babes like magic: the gathering or what."
376,1,"promethazine with codein, a tessalon pearl &amp; a trazodone. i'm not coughing anymore but i'm even more exhausted."
420,1,coming off cymbalta cold turkey.. day 4... i think i have vertigo! this is awful.
845,1,"@almostwell my blood pressure is fine, but my heart started lurching two weeks ago. savella didn't work for me, yeah. cymbalta rules!"
792,1,guess i'm allergic to cipro...
257,0,@furyofpatience @fullcommujism try dexter. going to knock myself out w/ trazodone and start antipschotucs today. fortune'y they work quickly
1921,1,wish i could stay up and do nicething with all the loveliesd but woah does seroquel hit hard
739,1,@dystoniasociety i would like to know what everyone else's experience are of baclofen and clonazepam. do they get dry nose / throat?
1805,1,21.43 day 25 rivaroxaban diary. think all rvxbn nowq out of my body but losartan (last 25mg tablet taken 4 days ago) remains. still aching.
2069,0,"@lanes0220 guess i don't know her table of brands ... ham, cream cheese, victoza, caesar's, food network. which ones are sticking?"
365,1,what! nightmare made me jump awake! not nice at all. thought #quetiapine was supposed to keep me asleep through the night #psychosis #fail
1541,1,time to get off paxil.  it's really really been terrifying lately.
922,0,"@lulubot75 drinking on effexor can lead to fatal overdose,it is considered more dangerous than drinking on benzos"
1920,1,"although taking it now would run counter to my current ""food  seroquel = rls"" philosophy"
1383,0,burning down the nicotine armoire
1798,1,"rivaroxaban diary day 22. last tablet taken tuesday 18th, 4 days ago. woken up in pain. bad fluid retention (uneven) on both legs."
1622,0,if king david had prozac we wouldn't have the psalms....  ~ mark lowery
296,1,"@daftlimmy i've been taking venlafaxine since 2007, it's like hotel california - you can check in, but you can never leave."
435,1,"effexor side effects; headaches, no appetite."
1360,1,going through a real bad nicotine withdraw...
1594,1,today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf
1048,1,@themartinnewman to be honest i've  had worse. on fluoxetine i was convinced there was a plot to steal my thoughts... !
1400,0,"lol d song i have in mind, its too different.. dunno if others will like it.. i dey fear to record am lol .. nicotine would be on it too"
584,1,"so, i lasted 16 days on seroquel. i couldn't handle the awful side effects. constantly dizzy and lightheadeded &amp; a myriad of other bad stuff"
9,0,nicotine is so stress relieving.
2196,1,it's 6 am and still no sleep fuck you vyvanse
1506,0,it's the power of paxil baby ?
2241,0,i will admit that most people would agree zyprexa is a heavy drug but it is the only med that works for me.
2147,1,"@hwise29 yikes! i can usually fight adderall/vyvanse dehydration with water, but it's trickier when you're drinking your stimulants."
913,1,"kinda worried about the nighttime jaw clenching from effexor, what with my tongue ring and all... :l"
1684,0,"@ilaconlaccento @mary_ey @prozac sheffield, manchester, leeds and some place to sleep in leeds then"
56,0,@bipolarlab think just #lithium for #monotherapy &amp; #lamotrigine 4 #rapidcycling - #atypicalantipsychotics now revealing serious #sideeffects
901,0,#isth2013 metaanalysis of #dabigatran etexilate clearly induces risk of myocardial infarction ...
2153,1,adderall makes me vomit and vyvanse gives me migraines.. the struggle
427,1,i rilly want to get off cymbalta but i don't want to suffer through terrible withdrawals
1664,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? @jerrytheslutcat
1036,1,forgetting to take meds then having a day feeling like absolute shit. fluoxetine u r shit
1514,1,"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal."
616,1,it was 6th period when i was still fucked up off them vicodins &amp; seroquel. i remember it was lunch &amp; i left because something pissed me off.
1487,0,paroxetine dreams
1828,0,@vixoen sequel? you mean seroquel? (i think sequel is what you take before writing your second book.)
1602,1,@amyj2202 i'm a bit drunk its my prozac
1385,0,"i swear food has nicotine in it, cause im addicted to that shit."
2228,1,@verlieren thank you! it didn't even fucking work. i went back to ziprasidone but now will never have another orgasm in my life.
1558,1,i used to be on paxil but that made me more depressed and prozac made me angry
201,1,rivaroxaban 2/2 lower back pain. not very pc but am crippled by this drug. taking more paracetamols. must ring for 'phone consultation.
110,1,"rt @ellus_cooper: @uclaibd even w/ humira: ab pain, cramps,nausea,vomitting, skin&amp;joint problems, ulcers in mouth&amp;fatique #uclaibdnurses2013"
1919,1,stopped #seroquel for 2 months as it caused terrible side effect. had to start back up or lose my job #hotflashes r soooo fun #thisismylife
838,0,depression hurts. cymbalta can help.
1855,1,that seroquel has been given me some seriously fucked up dreams.
952,1,"@joec second day off effexor &amp; on viibryd here. brain zaps are fun. and by fun, i mean horrendous &amp; miserable."
1299,0,"rt @angrymousejerry: @geordiedavid  i've been holding out for lozenge for a while, still nothing.   jm"
1433,1,"despite a difficult meeting with hr today i feel good, i feel chilled, i feel happy but i still feel fat! #olanzapine"
1858,1,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated"
1577,1,"maybe i'm allergic to paxil, because it didn't say anything about making your face break out."
1671,0,"in the 60's people took acid to make the world weird. now the world is weird, people take prozac to make it normal."
934,1,"@johncheese i hated effexor. it makes you hungry, dizzy, and lethargic. that culminated in a large weight gain for me."
95,1,"rt @annie_monster: almost blew out my arms &amp; heels @ work. they hurt like hell. &amp; the pain is spreading, damned cipro."
745,0,@rayfierce_ like sally field says... we have this one body and this one life. take boniva
229,1,half of seroquel knocks me out so fast and im asleep for at least 10 hours...
158,1,i'm not sure if excedrin is the right way for me to go for my tmj headaches. vyvanse + caffeine is pretty rough. ideas?
133,1,why not to take vyvanse late in the day: i just cleaned my entire kitchen. it's 3am. #addproblems @vyvanseswag
849,0,i need some cymbalta cause i'm feelin this depression?
1024,0,"@rawarrior have had no response on double and triple treatments. have exhausted humors, enbrel, and now on this. recently taken out of work"
2045,1,coming off 150mg venlafaxine over 14 days was a better idea in discussion. my brain feels like its actually vibrating! #willpower
676,0,i usually hate texting with a passion but when i'm on that good vyvanse and special k it ain't no stopin me #ayoungniggakeepinthestreesclean
1414,0,"friends in d medical profession,i just wanted 2 b absolutely certain.if you guys can help me out,ciprofloxacin is an antibiotic for uti ryt?"
1387,1,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
1245,1,allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/sqdtqpucgn
714,0,can you stop pacing up and down on the train and get some zyprexa you psycho
265,1,@mcmorag my dreams became vivider i think with effexor #bpdchat
633,1,have taken the trazodone dose back down. simply cannot put up with feeling tired all day!
2095,1,"when cute boys send you home with free drugs you say thank you, then stay up all night feeling like you have to poop. #vyvanse #daytimesleep"
348,1,"when on high dose of seroquel, alcoholism was at it's worst and cravings constant and intense. now off seroquel, cravings occasional."
456,1,i'd gladly trade the #mtx  headache for #humira but after 5 months i still don't have the prescription. i function through vitamins &amp; motrin
344,0,@setemtl2012 i don't take anything but baclofen and the occasional valium for spasticity now. #mssucks
762,1,@evann_lfc yea still a vampire as still on cipro wbu? xx
1732,1,#restlesslegs #quetiapine
1483,1,"@sectioned_ @bipolarlife7 @bbcwomanshour ah yes, i'm starting to think my paroxetine turns panic attacks into fat."
996,0,"rt @chanhoparkmd: also a #physician should order loading dose of #plavix, #effient, or #brilianta. #medstudents #residents"
978,0,"dunno if it's alanis, the scotus rulings, or that i've finally stopped my effexor, but i've been on the verge of joyous tears all morning."
8,0,prescribed wellbutrin and got an okay to get off effexor as fast as possible. to be on the look out for symptoms of mania.. in case #bipolar
1417,0,"dear ciprofloxacin, i count on you :("
2159,0,only the act can make a vyvanse feel like it has stop working after the 2nd section #brainsdead
442,1,@amybadkin at the end of most working days! i still have to nap loads just to get through a week. some days better than others #enbrel
524,1,this paxil makes me pee so often omg #sorrynotsorry
2141,1,"amateur porn tips: take vyvanse! after two hours of continuous shitting, you'll be ready for anal with no embarrassing poo accidents! ?"
1540,0,"@amandaaaxlee what meds are you taking, if you don't mind me asking? paxil is terrible. it was just like you described."
73,1,i'm always irritated on vyvanse because people can't think as fast as i can. it's like every conversation is with someone at a nursing home
1563,0,gz looks like he's on paxil or something. #hlnzimmermantrial
1280,0,"well, good start to the day... fell asleep in my car and nearly choked on the lozenge i has just put in my mouth."
271,1,panic attacking because you cant find your effexor and know withdrawal will set in momentarily  &lt;&lt;&lt;&lt;&lt;&lt;&lt;.
1170,1,"@crohns_twins that sucks. humira made me so sick. remicade helped a but, but then seizures put that out. now waiting, just prednisone now."
2208,0,if i owned a business i would sell adderall or vyvanse to all of my employees so they would work harder haha
1495,0,"adverse reactions to ssris may include anxiety , insomnia, and paroxetine ,orthostatic hypotension may occur."
76,1,"does anyone on #tysabri get flu iike symptoms, aches and pains, shivers a sweats i seem to get it about a week or so after i've had infusion"
171,1,"rt @ajswurld: @parthritis i don't know that one, but metho made me sick  everyday i took it. i had to stop. enbrel has worked wonders for m?"
441,1,"@dsymons @melissadee_  i was only on 200 mg and was recently switched to 150 mg due to weight. it's still working with enbrel, though."
971,1,"@iamthattgirl ugh, sorry. this effexor is not making me feel so awesome. posting puck's stuff tonight though."
581,1,seroquel gives me nightmares every fucking night but i take it anyway
1156,1,"@foggymelon @movmctov @the_scottymomma when i did humira for my crohn's it felt like acid, hubby had to shoot me up. made my lupus flare too"
1389,1,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
1477,0,"@katharine_t yeah, mum stuff, just frustrated :) i took olanzapine and wrote everything out and m falling asleep, i'll be fine! thanks bb xx"
258,1,wish it was monday...seeing doctor tomorrow &amp; want to see if he has any suggestions for my withdrawal. #paroxetine #anxiety #fedup
2150,0,my vyvanse is still on. this is why i don't take it at 1pm. who wants to smoke weed or boges with me
2114,1,this vyvanse is keeping me up tho but i want to sleep
300,1,rt @ocserena: @drdrewhowlong does paxil withdrawal take! extremely emotional:( switched to wellbutrin. wanna crawl in a hole.
1998,0,"tomorrow, my second infusion of tysabri! good luck for me! #godblessme #mslife"
1016,0,there is no coincidence that phil mickelson's enbrel commercial just came on during my show right as he takes the lead. go phil.
908,1,@scrabalisios i hav to come of the duloxetine immediately as i hav a terrible rash because of it! had the rash 2 weeks
765,1,"@abittersweet1 cipro destroyed my entire body, from head to toe.  bedridden since 2009.  be very careful."
1054,1,life alert life alert i am burping up fluoxetine powder i think i might die
1238,1,"@stavvers yeah i hear epilim is pretty tough, sorry to hear re bad times with it :( oddly, dear sweet lamotrigine tipped me to a dark place"
1962,1,"woke up from a nap with a really bad headache, my 2nd headache in three days. #trazodone #withdrawls"
1942,1,last night i was a mermaid and then a wizard who had to save the world while being hunted by the japanese... err thank you #trazodone ?
597,1,@annchildersmd interesting! my experience with patients taking seroquel is massive weight gain.
2022,1,"as are (probably) the nausea, headache, sweats, flu symptoms &amp; diarrhea. but it?s still better than being on it.  #venlafaxine #withdrawal"
218,1,hey not sleeping. #hotflashes #menopause #effexor
1236,1,#lamotrigine headaches suck :( i wanna curl up &amp; cry.
186,1,@ineedyouhere66 ugh the olanzapine makes me so tired :(
106,1,restless arms &amp; legs! blood quetiapine :-/
1566,1,@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs
1904,0,@nerdylori good thing for low dose seroquel!! friends bro was uber awkward. also a little awkward to work around a guy on team who likes me
1971,1,21y.o. w/ sickle-cell anemia and taking trazodone presents w/ priapism. what's the cause?
2076,1,"dear seizure buddies, never ever take vimpat. side effects &amp; withdrawals are quite fucking hideous. love, meh xoxo"
69,1,adderall makes me vomit and vyvanse gives me migraines.. the struggle
2092,1,ready for bed but vyvanse is saying no #forciblynocturnal
221,1,19.32 day 20 rivaroxaban diary. still residual aches and pains; only had 4 paracetamol today.
297,1,does cipro make anyone's else's brain turn to mush or am i actually just going crazy?
760,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
715,0,rt @tmfbreaking: fda investigating 2 deaths that occurred after patients were injected with $lly antipsychotic zyprexa relprevv. $lly http:?
1929,0,i feel as though it looks like a took 200 mg or so or seroquel before i got to school.
1485,1,"@marcello i had to take paroxetine tablets for a year nd a side effect is weight gain, it went to my core. off them now bt can't shift it!"
1895,1,@privacy625 @sandycolon25 the seroquel is addictive a d they deny it.
1122,0,humira shot done - hopefully a lifesaver
1968,1,i can't stop yawning #trazodone
1787,1,"20.05 day 16 rivaroxaban diary. intense back and knee pain most of day;  taken more paracetamol. had to shop, walking painful."
1621,0,?@_stareandgrin17: @pinoymommy @wawam oh my.g you silly ones!? - its the prozac &amp; zoloft thats making us tweet these.
2171,1,rt @vyvansethoughts: @the_ignorable hungover shakes  vyvanse shakes  coffee = recipe for success
501,1,this levofloxacin got me feeling sick to my stomach!! ugh!!
955,1,headache &amp; stomach ache. i'm never forgetting my effexor again.
799,1,"@mariamelee oof, sympathies. i had a raging cipro headache last week."
1250,0,called #shrink &amp; he said #cogentin is the reason i'm feeling like ? so taking #latuda alone ? #ihatemedication
166,1,cant cope coming off #venlafaxine feel like iv got a hangover mixed with flu symptoms. total nausea &amp; i cant keep still. please hurry &amp; pass
187,1,"@indiescent @serarrist when i weaned myself off paxil, slower than recommended, my blood pressure dropped so bad i couldn?t walk for a week."
30,1,@luckystubbs reppin zoloft&amp;seroquel since last november. i'm hella gainin weight too awesome i'm fat and can't cum i own
884,0,#thingsihatemost people who claim they're depressed everyday.i hear cymbalta helps.you clearly have no fucking idea what it's actually like?
202,1,@electrosocket i was on enbrel for 8 years have since developed neuro problems (ataxia) wish id never taken it side effects not worth risks
1967,1,"@inukeyou and then i had horrible sleep once i took the trazodone. i just couldn't win, haha."
1657,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? i need bananas!!!
738,0,pipetting some human plasma into test tubes to be run in the baclofen assay #scienceswag
1083,0,what actually happens if i take fluoxetine on an empty stomach though?
1404,0,@gordonalanbeard @rtaylor_mep @janebyfield actually inhaled nicotine vapour is studied - by pharma - nicotrol inhaler. good enuff 4 them...
387,1,"there's a point where you know when trazodone has kicked in. it's when you're a drunk, staggering, blurry-eyed, amnesic. yeah. i'm there now"
856,1,"@upasbook great read as always. i was on cymbalta for 5 days. cold turkey had sweats, migraine, tremors while on &amp; 3 days after."
90,1,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
1725,1,"i seem to need to sleep right now. quetiapine takers, is this normal?"
927,1,@synapsid with effexor if i miss one day i am dizzy and wrecked
199,1,"eurgh! last time i was this tired, i was on a four day antidepressant cocktail binge.  #seroxat #sertraline #fluoxitine #lithium"
2213,1,"i always plan on eating breakfast, and then i wake up &amp; take my vyvanse... #vyvanseproblems"
2210,1,i have got to stop taking my vyvanse so late!! #nosleep #addproblems
1332,1,so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.
1413,0,"6 months intensive therapy using pyrazinamide, ethambutol, kanamycin, levofloxacin, etionamide, cycloserin"
815,1,"@herodfel @amelia_draws @scribble_dragon it's very tough. i understand, &amp; you have my full sympathy. how did you find cymbalta withdrawals?"
801,0,"@lonniebeats depression hurts, cymbalta can help lol"
18,0,i exited out of my brother's bloons game and now he has fallen into a deep pit of depression. i hope mom doesn't make me pay for his prozac
232,1,08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
892,0,"life sucks, cymbalta can help. or cause you to be suicidal. #commercials"
324,1,i do baclofen which helps w incontinent urges but don't think it's good for the bowels. (very personal but wtf) anyone have insight for me??
1841,1,shouts out to seroquel for giving me that blessed 17h sleep tho
204,1,"@cutefont i essentially felt nothing on them. great for anxiety, bad for living. coming off klonopin and paxil was hell though."
2127,1,?@brycesheppard21: popped a vyvanse im sweatin?#schoollife
1898,0,"@fearloathingbtx v concerned about how liberally seroquel is used for sleep, etc. should be used with caution, if at all."
45,1,@stillicides @stfumisogynists @schizophrenicgb *buts in* you don't wanna miss venlafaxine no no it made me so wonky missing one day! ouch
321,1,oh. delayed reaction from humira injections-my hip joints just started hurting. haha.
1293,0,"rt @robdelaney: ?i?m a picker, i?m a grinner, i?m a lover, i?m a sinner, i?m a hammer, i?m a tomato, i?m a lozenge?? - steve miller"
302,1,@bare_faced_chic i've had to reduce the quetiapine back to 400mg. couldn't take the increased gastro pain. was crumpled in a heap crying x
1789,0,rt @ctr1945: 17.01 day 17 rivaroxaban diary. doctor has phoned. seeing a heart specialist dr on wednesday. have to continue taking tablets ?
2134,0,i didn't know everyone did vyvanse/adderall like
718,1,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk."
749,0,the fluoroquinolone syndrome &lt;-have you experienced side effects from taking quinolones antibiotics (e.g. cipro) ?
2048,1,"so anyway last night.. my new medication (venlafaxine/effexor) made me feel the most depressed ever, and i overreacted about everything"
1821,1,not to mention the thousands of people online who say they?ve stacked on the weight due to taking seroquel.
353,1,#schizophrenia #seroquel #sideeffects uncontrollable tremors in hands and legs. body would rock all the time. restlessness. desperation.
1631,0,this makes so much sense. rt @uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac
517,1,throbbing headache from not having my pills. 2 pills left i need to save. this sucks :( #paroxetine #socialanxiety
491,1,rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.
1504,1,@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.
596,1,oh hello seroquel old friend i mi*passes out on bed*
2046,1,anyone who will listen: never ever take effexor/venlafaxine. paraesthesia abound.
634,0,@glass1ncision for sure. i'd get no sleep at all if it wasn't for #trazodone. :)
174,1,"this lamictal shit ain't cuttin the mustard; any ""mood stabilizers"" that don't steal your soul &amp; make u a bloated zombie a la britney?"
273,1,question time #crohns #ibd #humira does anyone suffer from egg burps? what works for you
33,1,i've had a trazodone headache all day. i heard they go away within a week. #hopeso #iactuallyslept
2081,0,@thoseraverguys haha lucky :p i hate it cause god knows what it does to our brain.. but it helps so much. i want a vyvanse prescription
231,1,08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
125,1,this rant could be #paxil withdrawl...or delayed divorce rage.
1224,1,but i have realised that it's the lamotrigine which causes the joint pain.
824,0,need some cymbalta up in this place
1109,1,leathers and 20 of geodon later.... we had a sleepy crackhead
1006,0,@anorexic0 @ewdustin -generic drugs as effective as amgen's enbrel for arthritis- @fiinging -: a blockbuster drug made b...  @jesusislana
1202,1,i decided to try visualization tapes again. at least they wouldn't give me a rash like lamictal.
1074,0,i can't handle anything right now i'm so emotionally unstable i need fluoxetine asap
230,1,08.55 day 21 rivaroxaban diary strange muscle spasms especially in neck shoulders and legs. no more fluid retention. more mobile.
1655,0,?@uberfacts: bananas contain a natural chemical that can make a person happy - the same chemical found in prozac.? @ladykimber_11
516,1,"@psychcentral olanzapine made me gain 20 lbs in a few months, plus it gave me bad acne breakouts. had to beg my old shrink to take me off it"
279,1,rt @annie_monster: wtf? can't even get whipped cream out of the can? my arms just keep getting worse. damned cipro.
38,1,@coolpharmgreg i don't care if they are toxic haha putting the cipro drops in is essentially equivalent to torture #oww
935,1,"@johncheese i hated effexor. it makes you hungry, dizzy, and lethargic. that culminated in a large weight gain for me."
514,1,@missynomatter i was on quetiapine and gained 40lbs &lt;wall&gt; so i am not even trying olanzapine. they gave me abilify cause it not supposed to
1526,1,@anitaalibi paxil didn't end up helping. tried prozac and wellbutrin and it helped my mood and anxiety but gave me vertigo. :(
552,1,i think i'm gong to speak my gp about reducing quetiapine dosage. the weight gain from it is scaring the hell out of me.
2122,0,hyped up on vyvanse for this math exam lets gooo
