tweet,class
rt_NOUN I_PRON hate_VERB how_ADV vyvanse_NOUN make_VERB I_PRON over_ADV think_VERB everything_PRON and_CCONJ it_PRON make_VERB I_PRON angry_ADJ thing_NOUN that_PRON I_PRON should_AUX not_PART even_ADV be_AUX angry_ADJ about_ADV,1
too_ADV scared_ADJ to_PART go_VERB back_ADV sleep_NOUN imposing_ADJ dream_NOUN mewmed_NOUN mentalhealth_NOUN bipolar_NOUN,1
I_PRON think_VERB I_PRON finally_ADV feel_VERB last_ADJ toxin_NOUN slither_VERB loudly_ADV my_PRON body_NOUN dr_NOUN 's_PART should_AUX not_PART prescribe_VERB medicine_NOUN that_PRON do_VERB this_PRON effexor_NOUN,1
hangover_NOUN finally_ADV start_VERB to_PART shift_VERB huge_ADJ mug_NOUN hot_ADJ water_NOUN giant_ADJ piece_NOUN lemon_NOUN,1
yup_INTJ yup_INTJ more_ADJ thing_NOUN ask_VERB she_PRON to_PART watch_VERB she_PRON diet_NOUN olanzapine_PRON can_AUX cause_VERB weight_NOUN again_NOUN,1
lozenge_NOUN be_AUX make_VERB my_PRON whole_ADJ mouth_NOUN numb_NOUN be_AUX that_PRON normal_ADJ,1
ooh_VERB I_PRON too_ADV rt_NOUN schizophrenia_NOUN seroquel_NOUN do_AUX not_PART suit_VERB I_PRON at_ADV all_ADV have_VERB severe_ADJ tremor_NOUN and_CCONJ weight_NOUN gain_NOUN,1
I_PRON find_VERB humira_NOUN to_PART fix_VERB my_PRON crohn_NOUN 's_PART issue_NOUN but_CCONJ cause_VERB other_ADJ issue_NOUN I_PRON go_VERB it_PRON issue_NOUN nerve_NOUN muscle_NOUN spasm_NOUN,1
finger_NOUN cross_VERB I_PRON have_AUX be_AUX take_VERB tysabri_NOUN because_SCONJ my_PRON body_NOUN be_AUX resist_VERB it_PRON typical_ADJ hope_NOUN you_PRON be_AUX do_VERB ok_ADV,1
young_ADJ nigga_NOUN just_ADV give_VERB I_PRON mg_NOUN vyvanse_NOUN thing_NOUN can_AUX twerk_VERB I_PRON out_ADV thank_VERB goodness_NOUN my_PRON script_NOUN xanax_NOUN,1
accidentally_ADV asphyxiat_VERB yourself_PRON try_VERB to_PART suck_VERB throat_NOUN lozenge_NOUN when_ADV you_PRON have_VERB stuffed_ADJ nose_NOUN that_PRON,1
allergic_ADJ reaction_NOUN feel_VERB free_ADJ to_PART share_VERB &_CCONJ distribute_VERB kill_VERB bigpharma_NOUN before_SCONJ it_PRON kill_VERB we_PRON,1
not_PART sure_ADJ I_PRON take_VERB it_PRON venlafaxine_NOUN mostly_ADV and_CCONJ think_VERB it_PRON be_VERB that_SCONJ which_PRON make_VERB I_PRON very_ADV tired_ADJ,1
I_PRON take_VERB depakote_NOUN zyprexa_NOUN tramadol_NOUN flexeril_NOUN naproxen_NOUN gram_NOUN blunt_NOUN and_CCONJ almost_ADV die_VERB I_PRON turn_VERB green_ADJ,1
fuck_VERB molly_ADV vyvanse_NOUN be_AUX what_PRON get_VERB ya_PRON sweatin_NOUN,1
combine_VERB they_PRON quetiapine_NOUN make_VERB I_PRON hallucinate_VERB,1
come_VERB cymbalta_NOUN suck_NOUN I_PRON have_AUX be_AUX slowly_ADV cutte_VERB back_ADV past_ADJ month_NOUN have_AUX finally_ADV make_VERB it_PRON week_NOUN since_SCONJ I_PRON have_AUX take_VERB it_PRON,1
when_ADV I_PRON take_VERB my_PRON vyvanse_NOUN I_PRON do_AUX not_PART eat_VERB,1
trazodone_PRON be_AUX what_PRON he_PRON give_VERB I_PRON while_SCONJ ago_ADV shit_NOUN have_VERB I_PRON tore_NOUN up_ADV I_PRON do_AUX not_PART like_VERB shit_NOUN haha_INTJ,1
elephant_ADJ tranquilizer_NOUN or_CCONJ seroquel_NOUN paire_VERB xanny_NOUN combo_NOUN will_AUX knock_VERB you_PRON so_ADV I_PRON have_AUX hear_VERB,1
to_PART take_VERB my_PRON seroquel_NOUN and_CCONJ have_VERB weird_ADJ dream_NOUN or_CCONJ to_PART not_ADV real_ADJ life_NOUN lyndsey_NOUN world_NOUN question_NOUN,1
thank_VERB god_PROPN I_PRON be_AUX bear_VERB so_ADV much_ADJ hair_NOUN I_PRON would_AUX not_PART be_AUX balm_ADJ now_ADV crohnsproblem_NOUN teamibd_VERB hairloss_NOUN humira_NOUN chronic_ADJ illness_NOUN gratitude_NOUN,1
day_NOUN I_PRON should_AUX try_VERB fluoxetine_ADV again_ADV it_PRON make_VERB I_PRON suicidal_VERB first_ADJ time_NOUN but_CCONJ I_PRON be_AUX,1
he_PRON have_VERB I_PRON ciprofloxacin_NOUN and_CCONJ phenazopyride_NOUN I_PRON have_VERB severe_ADJ pain_NOUN that_PRON start_VERB weekend_NOUN when_ADV try_VERB to_PART use_VERB,1
round_NOUN puking_NOUN nasty_ADJ headache_NOUN and_CCONJ my_PRON throat_NOUN be_AUX raw_ADJ body_NOUN want_VERB nothing_PRON to_PART do_VERB increase_NOUN geodon_NOUN,1
high_VERB tramadol_NOUN and_CCONJ venlafaxine_NOUN school_NOUN omg_NOUN help_NOUN I_PRON be_AUX fall_VERB asleep_ADV here_ADV,1
day_NOUN rivaroxaban_ADJ diary_NOUN neck_VERB ache_PRON and_CCONJ right_ADJ shoulder_NOUN ache_NOUN lower_VERB back_ADV pain_NOUN,1
I_PRON be_AUX still_ADV laugh_VERB this_PRON be_AUX what_PRON wean_VERB paxil_NOUN and_CCONJ be_AUX moron_NOUN do_VERB you_PRON,1
day_NOUN rivaroxaban_ADJ diary_NOUN just_ADV be_AUX to_PART cut_VERB wild_ADJ ros_NOUN so_ADV workman_NOUN can_AUX easily_ADV get_VERB part_NOUN my_PRON garage_NOUN intense_ADJ back_NOUN pain_NOUN,1
I_PRON have_AUX get_VERB doctor_NOUN appointment_NOUN week_NOUN will_AUX discuss_VERB add_VERB low_ADJ dose_NOUN antidepressant_ADJ again_ADV something_PRON not_ADV as_ADV addictive_ADJ cymbalta_NOUN,1
yeah_INTJ I_PRON mean_VERB fluoxetine_PRON make_VERB I_PRON feel_VERB shit_NOUN and_CCONJ citaloprbe_NOUN make_VERB I_PRON feel_VERB ace_NOUN so_ADV worth_ADJ consider_VERB if_SCONJ you_PRON ever_ADV have_VERB to_PART,1
cymbalta_NOUN withdrawal_NOUN need_VERB to_PART get_VERB script_ADJ head_NOUN be_AUX spinning_VERB blood_NOUN pressure_NOUN low_NOUN I_PRON hate_VERB depend_VERB on_SCONJ drug_NOUN to_PART live_VERB,1
do_AUX trazodone_PRON actually_ADV make_VERB people_NOUN feel_VERB high_ADJ omfg_NOUN it_PRON make_VERB I_PRON sleepy_NOUN,1
lozenge_NOUN be_AUX give_VERB I_PRON stomach_NOUN cramp_NOUN,1
rt_NOUN wtf_NOUN can_AUX not_PART even_ADV get_VERB whipped_ADJ cream_NOUN can_NOUN my_PRON arm_NOUN just_ADV keep_VERB get_VERB worse_ADJ damn_ADJ cipro_NOUN,1
many_ADJ congratualtion_NOUN for_SCONJ be_AUX able_ADJ to_PART come_VERB off_ADV quetiapine_ADV I_PRON have_AUX read_VERB that_ADV and_CCONJ clozapine_NOUN be_AUX worst_ADJ withdrawal_NOUN,1
whenever_ADV I_PRON drink_VERB and_CCONJ im_VERB prozac_NOUN I_PRON always_ADV feel_VERB little_ADJ bit_NOUN sick_ADJ and_CCONJ twice_ADV as_ADV drunk_ADJ as_SCONJ I_PRON usually_ADV would_AUX,1
amateur_PRON porn_NOUN tips_NOUN take_VERB vyvanse_NOUN hour_NOUN continuous_ADJ shitting_NOUN you_PRON will_AUX be_AUX ready_ADJ anal_ADJ embarrassing_ADJ poo_NOUN accident_NOUN,1
day_NOUN my_PRON humira_NOUN jab_NOUN and_CCONJ as_SCONJ ever_PRON I_PRON be_AUX tired_ADJ may_AUX have_VERB to_PART go_VERB back_ADV bed_NOUN,1
side_NOUN effect_NOUN paxil_NOUN rise_VERB include_VERB slash_ADJ rash_NOUN and_CCONJ izzy_NOUN ness_NOUN standing_NOUN,1
anyone_PRON have_VERB nerve_NOUN damage_NOUN symptom_NOUN m_NOUN enbrel_NOUN or_CCONJ humira_NOUN rheum_INTJ,1
I_PRON do_AUX not_PART know_VERB what_PRON that_PRON have_VERB to_PART do_VERB I_PRON avelox_NOUN have_VERB hurt_VERB my_PRON connective_ADJ tissue_NOUN lung_NOUN and_CCONJ thyroid_NOUN I_PRON guess_VERB I_PRON should_AUX feel_VERB lucky_ADJ,1
have_VERB to_PART go_VERB doc_NOUN now_ADV to_PART see_VERB why_ADV I_PRON be_AUX still_ADV gai_VERB stupid_ADJ paxil_NOUN make_VERB I_PRON gain_VERB pound_NOUN and_CCONJ now_ADV I_PRON have_VERB to_PART lose_VERB it_PRON,1
and_CCONJ seroquel_NOUN I_PRON take_VERB half_NOUN mg_NOUN pill_NOUN and_CCONJ it_PRON knock_VERB I_PRON I_PRON can_AUX sleep_VERB straight_ADJ hour_NOUN,1
time_NOUN to_PART let_VERB seroquel_NOUN take_VERB I_PRON weird_ADJ dimension_NOUN and_CCONJ see_VERB crazy_ADJ shit_NOUN my_PRON dream_NOUN I_PRON be_AUX get_VERB shot_NOUN gangsta_NOUN last_ADJ night_NOUN,1
you_PRON do_AUX not_PART know_VERB insomnia_NOUN until_SCONJ you_PRON take_VERB seroquel_NOUN and_CCONJ work_VERB am_NOUN,1
I_PRON be_AUX tysabri_NOUN month_NOUN I_PRON be_AUX process_NOUN of_SCONJ go_VERB tecfedera_NOUN it_PRON be_AUX similar_ADJ I_PRON need_VERB to_PART get_VERB off_ADV vein_NOUN,1
hormonal_ADJ treatment_NOUN hot_ADJ flash_NOUN not_ADV new_ADJ mg_NOUN paxil_NOUN gsk_NOUN ssri_ADJ now_ADV call_VERB brisdelle_NOUN ssri_ADJ withdrawal_NOUN syndrome_NOUN alert_NOUN,1
over_ADV -eaten_ADV again_ADV just_ADV bed_NOUN stuff_VERB good_ADJ chance_NOUN I_PRON will_AUX choke_VERB my_PRON own_ADJ vomit_NOUN sleep_NOUN I_PRON blame_VERB timetochange_NOUN bipolar_NOUN,1
omg_ADJ seroquel_NOUN that_PRON make_VERB I_PRON crazy_ADJ town_NOUN I_PRON hope_VERB it_PRON be_AUX low_ADJ dose_NOUN so_ADV it_PRON be_AUX almost_ADV midnight_ADJ last_ADJ gulp_NOUN now_ADV and_CCONJ sober_NOUN tomorrow_NOUN,1
difference_NOUN just_ADV tire_ADJ and_CCONJ tired_ADJ &_CCONJ fog_NOUN be_AUX amazing_ADJ so_ADV happy_ADJ to_PART be_AUX do_VERB take_VERB levaquin_NOUN stuff_NOUN be_AUX way_ADV too_ADV strong_ADJ,1
so_ADV glad_ADJ I_PRON be_AUX off_ADV effexor_ADJ so_ADV sad_ADJ it_PRON ruin_VERB my_PRON tooth_NOUN tip_NOUN please_INTJ be_AUX carefull_ADJ take_VERB antideppresiva_NOUN and_CCONJ read_VERB it_PRON 1st_ADJ venlafaxine_NOUN,1
prozac_NOUN make_VERB I_PRON want_VERB to_PART destroy_VERB myself_PRON j_NOUN core_NOUN,1
you_PRON be_AUX so_ADV horny_ADJ and_CCONJ I_PRON be_AUX not_PART wtf_NOUN paxil_VERB why_ADV paxil_NOUN why_ADV,1
joke_NOUN tysabri_PRON work_VERB charm_NOUN I_PRON my_PRON immune_ADJ system_NOUN go_VERB poof_ADV hopeful_ADJ tecfidera_PROPN,1
smh_INTJ lmao_NOUN paxil_NOUN be_AUX my_PRON first_ADV I_PRON just_ADV stop_VERB effexor_NOUN headach_NOUN be_AUX nightmare_NOUN,1
I_PRON take_VERB trazodone_NOUN my_PRON insomina_NOUN &_CCONJ still_ADV have_VERB hard_ADJ time_NOUN fall_VERB asleep_ADV or_CCONJ I_PRON end_VERB have_VERB crazy_ADJ dream_NOUN that_PRON wake_VERB I_PRON ozsleep_INTJ,1
pop_VERB I_PRON be_AUX sweat_VERB,1
cant_NOUN cope_NOUN come_VERB off_ADV venlafaxine_ADV feel_VERB like_SCONJ I_PRON have_AUX get_VERB hangover_NOUN mix_VERB flu_NOUN symptom_NOUN total_ADJ nausea_NOUN &_CCONJ I_PRON can_AUX not_PART keep_VERB still_ADV please_INTJ hurry_VERB &_CCONJ pass_VERB,1
I_PRON can_AUX not_PART even_ADV fuck_VERB restrict_NOUN anymore_ADV I_PRON just_ADV eat_VERB and_CCONJ eat_VERB maybe_ADV it_PRON be_AUX bc_NOUN zyprexa_NOUN other_ADJ m_NOUN should_AUX help_VERB that_PRON but_CCONJ idk_NOUN,1
you_PRON guy_NOUN I_PRON be_AUX suck_VERB lozenge_NOUN that_NOUN suppose_VERB to_PART numb_VERB sore_ADJ throat_NOUN and_CCONJ now_ADV I_PRON can_AUX not_PART feel_VERB my_PRON mouth_NOUN,1
cymbalta_INTJ dosage_NOUN I_PRON be_AUX once_ADV on_ADV everything_PRON be_AUX psychedelic_ADJ and_CCONJ yuck_ADJ still_ADV grateful_ADJ med_NOUN,1
magically_ADV my_PRON appetite_NOUN have_AUX go_VERB back_ADV normal_ADJ since_SCONJ go_VERB seroquel_NOUN well_INTJ well_INTJ well_INTJ I_PRON be_AUX right_ADJ doctor_NOUN be_AUX wrong_ADJ,1
I_PRON have_VERB to_PART take_VERB paroxetine_NOUN tablet_NOUN year_NOUN side_NOUN effect_NOUN be_AUX weight_NOUN gain_ADV it_PRON go_VERB my_PRON core_NOUN they_PRON now_ADV bt_ADV can_AUX not_PART shiave_VERB it_PRON,1
I_PRON never_ADV have_AUX bleed_VERB or_CCONJ vomit_VERB just_ADV alot_ADV lot_NOUN fatigue_NOUN and_CCONJ face_NOUN be_AUX pale_ADJ and_CCONJ lose_ADJ ton_NOUN weight_NOUN crohn_NOUN humira_NOUN,1
so_ADV while_SCONJ I_PRON be_AUX let_VERB thought_NOUN lamictal_ADJ fatal_ADJ rash_NOUN tonsillectomy_NOUN spinal_ADJ tap_NOUN settle_NOUN I_PRON be_AUX go_VERB to_PART go_VERB budgie_NOUN,1
come_VERB off_ADV cold_ADJ turkey_NOUN day_NOUN I_PRON think_VERB I_PRON have_VERB vertigo_ADV this_PRON be_AUX awful_ADJ,1
damn_ADV you_PRON quetiapine_VERB side_NOUN effect_NOUN be_AUX quite_ADV enjoy_VERB be_AUX able_ADJ to_PART sleep_VERB night_NOUN,1
I_PRON be_AUX have_VERB to_PART pee_VERB way_ADV too_ADV much_ADV drive_NOUN drink_VERB too_ADV much_ADJ water_NOUN fuck_VERB you_PRON mg_NOUN vyvanse_NOUN and_CCONJ you_PRON ability_NOUN to_PART dehydrate_VERB fuck_NOUN I_PRON,1
if_SCONJ I_PRON do_AUX not_PART take_VERB my_PRON quetiapine_NOUN I_PRON can_AUX stay_VERB awake_NOUN day_NOUN,1
banana_INTJ hot_ADJ milk_NOUN and_CCONJ randomly_ADV lettuce_NOUN contain_NOUN sleepy_ADJ bye_NOUN chem_NOUN I_PRON have_VERB be_AUX which_PRON mean_VERB dopey_PRON day_NOUN tomo_NOUN,1
go_VERB back_ADV bed_NOUN nap_NOUN seroquel_NOUN have_AUX turn_VERB I_PRON zombie_NOUN again_ADV today_NOUN,1
trazodone_PRON make_VERB I_PRON extremely_ADV angry_ADJ and_CCONJ I_PRON be_AUX wide_ADV awake_ADJ time_NOUN,1
rt_NOUN paxil_NOUN make_VERB it_PRON nearly_ADV impossible_ADJ to_PART cry_VERB,1
not_PART sure_ADJ paxil_NOUN be_AUX work_VERB more_ADV,1
cipro_NOUN you_PRON eye_NOUN burn_VERB but_CCONJ work_VERB its_PRON buffer_VERB you_PRON ear_NOUN seem_VERB stupid_ADJ but_CCONJ if_SCONJ they_PRON take_VERB you_PRON life_NOUN take_VERB it_PRON back_ADV,1
I_PRON be_AUX prescribe_VERB victoza_NOUN obesity_NOUN july_ADV I_PRON have_AUX be_AUX ill_ADJ ever_ADV since_ADV evil_ADJ drug_NOUN diabete_NOUN,1
allergic_ADJ reaction_NOUN feel_VERB free_ADJ to_PART share_VERB &_CCONJ distribute_VERB kill_VERB bigpharma_NOUN before_SCONJ it_PRON kill_VERB we_PRON,1
why_ADV can_AUX not_PART I_PRON sleep_VERB normal_ADJ person_NOUN oh_INTJ yeah_INTJ because_SCONJ I_PRON suffer_VERB insomnia_NOUN and_CCONJ trazodone_PRON give_VERB I_PRON headach_AUX suffer_VERB reality_NOUN,1
rocephin_VERB ciprofloxacin_NOUN I_PRON barely_ADV able_ADJ to_PART stay_VERB awake_NOUN,1
today_NOUN I_PRON be_AUX emotional_ADJ mess_NOUN that_PRON be_AUX what_PRON happen_VERB when_ADV I_PRON think_VERB I_PRON could_AUX wean_VERB myself_PRON cymbalta_NOUN,1
rt_NOUN what_PRON I_PRON lack_VERB money_NOUN and_CCONJ personality_NOUN I_PRON make_VERB paxil_NOUN induce_VERB impotency_NOUN,1
twothingsthatdontmixwell_ADJ venlafaxine_NOUN and_CCONJ alcohol_NOUN you_PRON will_AUX cry_VERB and_CCONJ throw_VERB chair_NOUN you_PRON mom_NOUN 's_PART bbq_NOUN,1
day_NOUN rivaroxaban_ADJ diary_NOUN atrocious_ADJ backache_NOUN despite_SCONJ have_AUX take_VERB paracetamol_NOUN hour_NOUN ago_ADV go_VERB back_ADV bed_NOUN,1
how_ADV do_AUX guy_NOUN ejaculate_VERB paxil_NOUN antidepressant_NOUN,1
fellow_ADJ ra'er_NOUN want_VERB to_PART know_VERB if_SCONJ humira_NOUN cause_NOUN weight_AUX gain_VERB,1
I_PRON better_ADJ go_VERB bed_NOUN effexor_NOUN withdrawal_NOUN make_VERB I_PRON feel_VERB kinda_ADV terrible_ADJ ugh_NOUN,1
you_PRON be_AUX right_ADJ cipro_NOUN nearly_ADV kill_VERB I_PRON,1
trigger_VERB so_ADV I_PRON be_AUX take_VERB and_CCONJ tramadol_NOUN pre-cutt_VERB I_PRON be_AUX allergic_ADJ to_PART tramadol_VERB this_PRON should_AUX be_AUX interesting_ADJ selfharm_NOUN,1
when_ADV cute_ADJ boy_NOUN send_VERB you_PRON home_ADV free_ADJ drug_NOUN you_PRON say_VERB thank_VERB you_PRON then_ADV stay_VERB night_NOUN feel_NOUN like_SCONJ you_PRON have_VERB to_PART poop_VERB vyvanse_NOUN daytimesleep_NOUN,1
can_AUX not_PART even_ADV take_VERB seroquel_NOUN cause_SCONJ I_PRON get_VERB to_PART wake_VERB smfh_NOUN,1
I_PRON be_AUX feel_VERB weirdly_ADV antsy_ADV lately_ADV and_CCONJ I_PRON be_AUX positive_ADJ it_PRON be_AUX prozac_NOUN and_CCONJ I_PRON be_AUX bit_NOUN worried_VERB where_ADV that_PRON could_AUX lead_VERB I_PRON,1
ant_ADV take_VERB seizure_NOUN med_NOUN or_CCONJ anti_ADJ depressant_NOUN and_CCONJ cymbalta_NOUN and_CCONJ savella_NOUN make_VERB I_PRON very_ADV sick_ADJ,1
aw_INTJ dude_NOUN I_PRON have_AUX be_AUX past_NOUN do_AUX not_PART stop_VERB fluoxetine_ADV suddenly_ADV withdrawal_NOUN effect_NOUN be_AUX awful_ADJ do_VERB it_PRON gradually_ADV,1
quetiapine_NOUN be_AUX not_PART work_VERB damnit_NOUN do_AUX make_VERB I_PRON hungry_ADJ night_NOUN though_ADV sigh_INTJ,1
fluoxetine_PRON be_AUX hell_NOUN drug_NOUN if_SCONJ you_PRON be_AUX into_SCONJ be_AUX awake_ADJ night_NOUN and_CCONJ feel_NOUN ill_ADJ,1
conclusion_NOUN my_PRON psychiatrist_NOUN be_AUX not_PART very_ADV attentive_ADJ and_CCONJ I_PRON should_AUX be_AUX seroquel_NOUN not_PART benzo_NOUN and_CCONJ maniatriggering_NOUN lamitol_NOUN ugh_ADJ,1
fail_NOUN seroquel_NOUN do_AUX make_VERB you_PRON hungry_ADJ,1
I_PRON reaaallly_ADV need_VERB to_PART take_VERB my_PRON paxil_NOUN but_CCONJ it_PRON make_VERB I_PRON feel_VERB so_ADV delirious_ADJ and_CCONJ just_ADV mess_VERB,1
be_VERB that_SCONJ quetiapine_NOUN when_ADV I_PRON have_VERB to_PART take_VERB crap_NOUN I_PRON could_AUX not_PART stay_VERB up_ADV longer_ADV hour_NOUN,1
I_PRON hear_VERB ya_PRON I_PRON hate_VERB pristiq_ADJ bc_NOUN it_PRON make_VERB I_PRON sleep_VERB hr_NOUN day_NOUN I_PRON have_VERB life_NOUN,1
thanks_NOUN see_VERB rheumy_NOUN april_NOUN I_PRON just_ADV think_VERB I_PRON maxe_VERB my_PRON neurontin_NOUN &_CCONJ it_PRON be_AUX not_PART work_VERB anymore_ADV,1
functione_VERB when_ADV pregabalin_NOUN be_AUX next_ADJ impossible_ADJ zombie_NOUN,1
tim_INTJ diabetic_ADJ and_CCONJ insulin_ADJ resistant_NOUN my_PRON endocologist_NOUN have_AUX prescribe_VERB victoza_NOUN injections.my_NOUN appetite_NOUN seem_VERB to_PART be_AUX suppress_VERB,1
ty_INTJ its_PRON nasty_ADJ they_PRON bleed_VERB age_NOUN bcause_SCONJ I_PRON be_AUX rivaroxaban_NOUN which_PRON be_AUX warfarin_NOUN so_ADV do_AUX not_PART clot_VERB easy_ADJ then_ADV they_PRON ooze_VERB stuff_NOUN,1
have_AUX decide_VERB to_PART stop_VERB metoprolol_NOUN and_CCONJ pain_NOUN relief_NOUN sort_ADV chest_ADJ infection_NOUN and_CCONJ just_ADV see_VERB if_SCONJ can_AUX find_VERB normal_ADJ and_CCONJ go_VERB point_NOUN,1
victorymy_NOUN drug_NOUN choice_NOUN but_CCONJ also_ADV find_VERB I_PRON be_AUX jc_ADJ virus_NOUN ve_NOUN and_CCONJ now_ADV panic_VERB else_ADJ tysabri_NOUN and_CCONJ jvc_NOUN ve_NOUN m_NOUN notwothesame_NOUN,1
oh_ADV well_ADV this_PRON might_AUX be_AUX why_ADV side_NOUN effect_NOUN cold_ADJ turkey_NOUN quitting_VERB pristiq_NOUN be_AUX so_ADV horrible_ADJ it_PRON be_AUX concentrate_VERB effexor_NOUN,1
btw_ADV I_PRON use_VERB vyvanse_NOUN to_PART prevent_VERB sudden_ADJ drowsiness_NOUN viibryd_NOUN or_CCONJ abilify_NOUN just_ADV say_VERB those_PRON who_PRON never_ADV hear_VERB pill_NOUN before_ADV,1
take_VERB other_ADJ stuff_NOUN but_CCONJ can_AUX not_PART really_ADV remember_VERB aripiprazole_ADJ &_CCONJ ziprasidone_ADJ apparently_ADV weight_NOUN neutral_ADJ ap_NOUN topiramate_NOUN weight_NOUN loss_NOUN,1
have_VERB to_PART file_VERB adverse_NOUN reaction_NOUN report_NOUN brilinta_NOUN heart_NOUN stent_NOUN make_VERB my_PRON bg_NOUN uncontrollable_ADJ dblog_NOUN diabete_NOUN dsma_NOUN,1
gabapentin_NOUN do_AUX not_PART hit_VERB I_PRON til_SCONJ I_PRON lay_VERB down_ADV now_ADV my_PRON head_NOUN be_PART trippy_NOUN and_CCONJ I_PRON be_AUX afraid_ADJ to_PART sit_VERB,1
since_SCONJ vioxx_NOUN kill_VERB my_PRON mother_NOUN highly_ADV suggest_VERB person_NOUN who_PRON notice_VERB change_NOUN love_ADJ friend_NOUN anyone_PRON investigate_VERB adverse_ADJ reaction_NOUN,1
I_PRON swear_VERB vimpat_NOUN pill_NOUN go_VERB to_PART make_VERB I_PRON go_VERB blind_ADJ whygodwhy_ADV whyme_NOUN,1
it_PRON have_AUX be_AUX good_ADJ day_NOUN today_NOUN rough_ADJ week_NOUN tecfidera_NOUN flushing_NOUN let_VERB 's_PRON hope_VERB good_ADJ night_NOUN 's_PART sleep_NOUN,1
anyway_ADV nausea_NOUN meantime_NOUN sip_VERB plus_CCONJ and_CCONJ it_PRON be_AUX better_ADJ might_AUX not_PART be_AUX gastric_ADJ related_ADJ then_ADV just_ADV sympathetic_ADJ response_NOUN fr_NOUN lyrica_NOUN,1
united_ADJ health_NOUN insurance_NOUN and_CCONJ would_AUX not_PART let_VERB I_PRON buy_VERB pristiq_NOUN pill_NOUN to_PART prevent_VERB debilitating_VERB withdrawal_NOUN it_PRON be_AUX go_VERB to_PART be_AUX looong_ADJ night_NOUN,1
get_VERB ready_ADJ to_PART go_VERB dr_ADJ today_NOUN to_PART see_VERB if_SCONJ viibryd_NOUN be_AUX cause_VERB nightmare_NOUN a1c_ADJ and_CCONJ several_ADJ other_ADJ small_ADJ thing_NOUN,1
gabapentin_NOUN be_AUX make_VERB I_PRON tired_ADJ and_CCONJ tramadol_NOUN be_AUX make_VERB I_PRON light_NOUN head_VERB be_AUX ok_ADJ if_SCONJ busy_ADJ but_CCONJ if_SCONJ not_PART doublewhammy_INTJ,1
starvation_NOUN side_NOUN adderall_NOUN,1
frustrated_ADJ can_AUX not_PART figure_VERB what_PRON be_AUX wrong_ADJ pattern_NOUN piece_NOUN &_CCONJ why_ADV can_AUX not_PART get_VERB they_PRON to_PART line_VERB correctly_ADV stupid_ADJ gabapentin_NOUN sew_VERB,1
I_PRON change_VERB rebif_NOUN tecfidera_NOUN november_PROPN I_PRON have_AUX do_VERB well_ADV so_ADV far_ADV flu_NOUN symptom_NOUN anymore_ADV shot_NOUN day_NOUN,1
fall_INTJ asleep_VERB lastnight_NOUN laptop_NOUN and_CCONJ phone_NOUN plug_VERB in_ADV accidentally_ADV disconnect_VERB wifi_PRON gabapentin_NOUN knock_VERB I_PRON cold_ADJ,1
I_PRON be_AUX go_VERB to_PART work_VERB leg_NOUN today_NOUN but_CCONJ viibryd_ADV give_VERB I_PRON shit_NOUN sooo_PRON it_PRON be_AUX best_ADJ to_PART avoid_VERB that_SCONJ now_ADV,1
mad_ADJ adderall_NOUN sleep_NOUN,1
try_VERB not_ADV to_PART worry_VERB but_CCONJ tysabri_NOUN be_AUX scary_ADJ drug_NOUN hope_VERB it_PRON be_AUX just_ADV bug_NOUN anxious_ADJ,1
lol_INTJ viibryd_NOUN make_VERB I_PRON puke_VERB first_ADJ day_NOUN take_VERB it_PRON,1
what_PRON be_AUX go_VERB ever_ADV since_SCONJ I_PRON stop_VERB take_VERB klonopin_NOUN and_CCONJ viibry_NOUN I_PRON have_AUX have_VERB reoccurring_NOUN feeling_NOUN shock_ADJ impulse_NOUN wtf_NOUN,1
ugh_ADJ I_PRON be_AUX try_VERB to_PART figure_VERB how_ADV I_PRON get_VERB infectious_ADJ colitis_NOUN flagyl_NOUN and_CCONJ levaquin_NOUN have_AUX knock_VERB I_PRON my_PRON butt_NOUN,1
I_PRON do_AUX not_PART like_VERB how_ADV gabapentin_NOUN make_VERB I_PRON so_ADV sleepy_ADV I_PRON wish_VERB it_PRON would_AUX not_PART do_VERB that_PRON I_PRON grrr_NOUN,1
levofloxacin_NOUN seem_VERB to_PART be_AUX we_PRON worst_ADJ offender_NOUN inr_ADJ elevation_NOUN,1
probably_ADV have_VERB withdrawal_ADJ symptom_NOUN right_ADV now_ADV I_PRON guess_VERB it_PRON be_AUX not_PART good_ADJ idea_NOUN to_PART avoid_VERB take_VERB they_PRON yesterday_NOUN then_ADV,1
gabapentin_NOUN &_CCONJ tramadol_NOUN do_AUX not_PART work_VERB shit_NOUN make_VERB I_PRON sick_ADJ I_PRON hate_VERB they_PRON but_CCONJ can_AUX not_PART get_VERB other_NOUN,1
I_PRON start_VERB tegretol_NOUN &_CCONJ now_ADV pregabalin_ADV make_VERB I_PRON spac_VERB I_PRON also_ADV take_VERB anoxicillin_ADV as_SCONJ I_PRON may_AUX have_VERB infection_NOUN as_ADV well_ADV,1
why_ADV be_AUX it_PRON that_SCONJ people_NOUN take_VERB gabapentin_NOUN recreational_ADJ use_NOUN increase_NOUN be_AUX make_VERB I_PRON hyperactive_ADJ will_AUX have_VERB clean_ADJ house_NOUN but_CCONJ broken_ADJ body_NOUN,1
get_VERB well_ADV soon_ADV sir_ADJ levaquin_NOUN do_VERB number_NOUN my_PRON joint_NOUN few_ADJ year_NOUN back_ADV,1
